"HBID","dti_dtitk_jhutract_tr_atr_l","dti_dtitk_jhutract_tr_atr_r","dti_dtitk_jhutract_tr_cst_l","dti_dtitk_jhutract_tr_cst_r","dti_dtitk_jhutract_tr_cgc_l","dti_dtitk_jhutract_tr_cgc_r","dti_dtitk_jhutract_tr_cgh_l","dti_dtitk_jhutract_tr_cgh_r","dti_dtitk_jhutract_tr_forceps_mjor","dti_dtitk_jhutract_tr_forceps_minor","dti_dtitk_jhutract_tr_ifo_l","dti_dtitk_jhutract_tr_ifo_r","dti_dtitk_jhutract_tr_ilf_l","dti_dtitk_jhutract_tr_ilf_r","dti_dtitk_jhutract_tr_slf_l","dti_dtitk_jhutract_tr_slf_r","dti_dtitk_jhutract_tr_uf_l","dti_dtitk_jhutract_tr_uf_r"
1057552645,2.21202,2.28397,1.99494,1.95986,2.19108,2.13046,2.31355,2.15132,2.20974,2.2632,2.28102,2.2272,2.23518,2.14399,2.18611,2.10945,2.45395,2.42633
204451438,2.11724,2.25863,1.96803,1.94815,2.02594,2.11708,2.11519,2.09066,2.79116,2.23549,2.23958,2.25339,2.20625,2.12243,2.18254,2.13458,2.22148,2.3771
1334025864,,,,,,,,,,,,,,,,,,
3154844082,2.24437,2.30282,2.04337,2.00773,2.11784,2.11123,2.26373,2.00611,2.34663,2.39576,2.33643,2.32026,2.26007,2.23992,2.1773,2.07072,2.39781,2.37763
1238657731,2.04673,2.11602,1.79036,1.79189,2.01185,1.9966,1.98323,1.86932,2.19217,2.1512,2.09769,2.13031,2.03016,1.97248,1.98783,1.92693,2.14321,2.22131
3738219698,,,,,,,,,,,,,,,,,,
1920834566,2.1064,2.0996,1.96669,1.96274,2.01409,2.0259,2.1766,2.11406,2.09112,2.1285,2.1008,2.08542,2.06693,2.02454,2.07826,2.00633,2.20675,2.16339
242582476,,,,,,,,,,,,,,,,,,
1334786582,2.04227,2.16176,1.9335,1.94202,1.88356,1.93698,2.06393,1.87728,2.4689,2.06744,2.13302,2.11491,2.01143,1.91927,2.06006,2.02144,2.08491,2.17184
1067847783,2.13782,2.24562,2.01384,2.00981,2.0199,2.03165,2.19103,2.08222,2.86631,2.15498,2.11556,2.12469,2.06353,2.01601,2.1121,2.01948,2.15251,2.28059
1016438497,2.19018,2.29228,1.98701,1.99369,2.08214,2.16376,2.25951,2.06726,2.27596,2.32065,2.2735,2.23812,2.24077,2.12427,2.20149,2.12845,2.38992,2.35108
4111955295,2.11633,2.18566,1.96017,2.02008,2.12872,2.19941,2.12109,2.13288,2.40128,2.36703,2.22197,2.20126,2.24872,2.13911,2.25862,2.20148,2.31323,2.43463
4253764987,2.08765,2.17301,1.92779,1.96195,2.03468,2.01007,2.23077,1.98643,2.28945,2.16007,2.1217,2.15239,2.08984,2.15344,2.07732,2.03353,2.20031,2.2196
679577873,2.10167,2.19043,2.00075,2.02188,2.1072,2.10286,2.12461,2.05728,2.13197,2.18029,2.1475,2.09911,2.08681,2.01398,2.09687,2.04716,2.2661,2.34216
4285006745,2.16401,2.17667,1.99729,1.99747,2.08242,2.12224,2.24502,2.0678,2.33418,2.21648,2.21499,2.18098,2.19241,2.16396,2.12263,2.009,2.27456,2.3188
2330815428,,,,,,,,,,,,,,,,,,
326545983,2.06356,2.14633,1.92898,1.90971,1.871,1.93132,2.02296,2.1117,2.39528,2.14202,2.12662,2.02348,2.05019,1.96732,2.12068,1.94029,2.20219,2.21636
551055209,2.11938,2.16944,1.99573,1.93843,2.02819,1.98575,2.25202,2.09141,2.51158,2.18763,2.16486,2.14335,2.09973,2.04652,2.04706,1.96531,2.22219,2.31584
2130406069,2.01896,2.10378,1.95426,1.94817,2.13903,2.15963,2.08027,2.05777,2.32269,2.14756,2.0906,2.17131,2.04833,2.08921,2.10161,1.98426,2.23121,2.28148
1081203092,2.15703,2.28296,2.02374,2.06297,2.13105,2.09579,2.25779,2.05384,2.48339,2.13932,2.11771,2.17203,2.07357,1.96997,2.16107,2.03849,2.36909,2.40052
2893739545,2.10149,2.18141,2.00886,2.00102,2.05681,2.08436,2.19069,2.00535,2.21372,2.26419,2.15541,2.11914,2.1309,2.01528,2.11206,1.98422,2.19768,2.28769
1503668691,2.21362,2.21306,2.00938,2.01976,2.10967,2.14061,2.14936,2.07201,2.25897,2.26917,2.16494,2.17025,2.10897,2.10752,2.14444,2.10184,2.19764,2.27881
1976187572,2.24956,2.32255,2.04349,2.0818,1.9664,2.00571,2.1374,2.07015,2.29598,2.33182,2.35475,2.29379,2.11471,2.17775,2.12254,2.03394,2.18373,2.29638
2156223539,2.1452,2.19381,2.03514,1.98441,2.10746,2.10147,2.15811,2.18173,2.35174,2.29799,2.28331,2.24746,2.21968,2.15045,2.16177,2.11688,2.31953,2.35524
419772428,,,,,,,,,,,,,,,,,,
731302768,2.1241,2.18526,1.91786,1.93701,1.96365,2.02372,1.99409,2.03583,2.23462,2.16761,2.1332,2.1015,2.04303,2.03235,2.03546,1.86291,2.27022,2.26366
638938933,2.12401,2.21851,2.02581,2.01988,2.00906,2.08565,2.30343,2.14276,2.53276,2.26857,2.22311,2.21116,2.15177,2.08475,2.12743,2.03667,2.27082,2.29741
42090739,2.11211,2.1983,1.9356,1.9821,1.98141,2.01669,2.27016,2.14039,2.39714,2.20207,2.18139,2.18204,2.07688,2.01238,2.05496,1.98025,2.25853,2.38179
799634514,2.15985,2.14957,2.0451,2.01534,2.09007,2.10615,2.2828,2.14027,2.22882,2.2928,2.18026,2.15019,2.12605,2.04377,2.12456,2.03003,2.24797,2.29506
3763064658,2.0639,2.17345,1.97056,1.94165,2.09742,2.09672,2.32211,2.00645,2.1828,2.18914,2.19482,2.17135,2.14215,1.99597,2.11759,2.03333,2.25685,2.25428
2005242503,2.09605,2.20423,2.04581,2.0223,2.04881,2.05341,2.15652,1.99878,2.34286,2.21853,2.17301,2.16564,2.10053,2.04139,2.14296,2.06364,2.21272,2.25963
4116628076,2.08136,2.1654,1.95969,1.97847,2.05769,2.04102,2.12216,2.15598,2.21704,2.16209,2.12802,2.12961,2.07278,2.03734,2.09518,1.9896,2.2439,2.41213
1725764638,2.20191,2.18364,1.99493,2.11947,2.34511,2.20041,2.81903,2.30932,2.55296,2.22469,2.28764,2.49005,2.33327,2.5395,2.40583,2.57174,2.04429,2.15756
939912531,2.11756,2.21315,2.00789,2.01545,2.04841,2.0691,2.20718,2.14684,2.45388,2.212,2.13255,2.19807,2.07197,2.10072,2.11222,2.05502,2.23803,2.39332
2243330549,1.99828,2.11146,1.91428,1.88966,1.91341,1.9504,2.16737,2.02461,2.15976,2.16273,2.07281,2.1154,2.03748,1.96184,2.03515,1.92201,2.13766,2.13256
328450754,1.96083,2.18687,1.94735,1.90423,1.87803,1.97804,2.06867,1.95791,2.69509,2.13302,2.04565,2.0541,1.984,1.87308,2.08909,1.87536,2.02105,2.15387
276068438,2.07415,2.20894,1.94334,1.9444,2.00239,2.04621,2.16454,2.00952,2.28285,2.23133,2.14126,2.14066,2.11717,1.98585,2.20059,2.12237,2.29962,2.24188
1823231015,2.15956,2.18745,2.06431,2.07314,2.11765,2.10052,2.16324,2.20018,2.31903,2.331,2.21067,2.21696,2.20573,2.17001,2.19255,2.08614,2.30262,2.30666
3162048950,2.26047,2.39869,2.1034,2.18018,2.26989,2.23853,2.18443,2.23046,2.39321,2.39545,2.29841,2.28836,2.17854,2.16042,2.31073,2.30223,2.39099,2.4468
732042068,2.09129,2.31427,1.89811,1.93037,2.067,2.00166,2.08175,1.9756,2.65529,2.22159,2.1454,2.17379,2.07464,2.05487,2.15775,2.05864,2.15016,2.28128
2900814674,2.06992,2.15415,1.96882,1.94818,2.07868,2.07176,2.12431,2.08526,2.23814,2.22296,2.16598,2.14006,2.11122,2.0431,2.08965,2.01386,2.15211,2.26339
795800665,2.20273,2.19512,1.90938,1.95506,1.97938,1.9491,2.27941,1.99101,2.66496,2.14254,2.14998,2.1026,2.09565,2.02369,2.08427,2.01169,2.21595,2.23661
914447179,2.10657,2.18643,2.02271,2.0124,2.08579,2.16732,2.23367,2.1003,2.38,2.26057,2.20108,2.19438,2.15823,2.11655,2.13235,2.0249,2.2486,2.28086
4228371801,2.06969,2.16862,1.93881,1.96479,2.03016,2.03971,2.11991,2.03616,2.27912,2.16581,2.18381,2.13325,2.09734,2.07137,2.08951,2.02758,2.21958,2.29611
261272145,2.12647,2.22003,1.9937,2.01287,2.01852,2.05397,2.12981,2.15354,2.32555,2.23066,2.21361,2.20102,2.092,2.07518,2.11689,2.03424,2.23368,2.29996
699738373,2.09552,2.16039,1.95883,1.95198,2.03984,2.00023,2.13826,1.89105,2.25415,2.19608,2.22105,2.16367,2.15078,2.07417,2.09486,2.14721,2.26817,2.28559
219898619,2.18665,2.2253,2.05288,2.08214,2.15612,2.14591,2.19523,2.11569,2.18164,2.26894,2.2419,2.20982,2.21921,2.16767,2.1609,2.06797,2.49646,2.51372
2669508147,2.1484,2.22873,2.02753,2.0285,2.14607,2.16135,2.19889,2.13215,2.53636,2.3412,2.19926,2.18738,2.17254,2.11293,2.20991,2.08241,2.31933,2.29641
779771657,,,,,,,,,,,,,,,,,,
461703375,2.07214,2.14863,1.97402,1.96895,1.98638,2.02717,2.28314,2.17398,2.20633,2.16564,2.17395,2.16641,2.13287,2.0696,2.08497,2.06273,2.239,2.20699
2496566214,2.36176,2.43982,2.13817,2.21174,2.33052,2.36454,2.50648,2.3746,2.67746,2.50499,2.46056,2.47272,2.43784,2.41705,2.4139,2.41912,2.54172,2.60338
1464777465,2.13074,2.2268,1.99193,1.97179,2.09818,2.05063,2.21894,2.0907,2.73389,2.2572,2.21076,2.20465,2.10275,2.10567,2.18342,2.10052,2.28539,2.44039
1221629551,2.17718,2.22747,2.04781,2.04758,2.10847,2.20048,2.27301,2.12247,2.30247,2.25683,2.18908,2.21815,2.16246,2.09762,2.14953,2.08484,2.32066,2.33535
3332151128,2.14574,2.21143,2.01939,1.94452,2.07696,2.0248,2.14095,2.08194,2.2373,2.20021,2.18292,2.15193,2.14119,2.06701,2.12748,2.05916,2.28335,2.38397
3949880436,2.17115,2.22952,2.00654,2.0407,2.06481,2.07778,2.14028,2.13764,2.23502,2.2628,2.24497,2.2044,2.17755,2.13712,2.14547,2.12755,2.30312,2.26193
304603048,2.24225,2.31667,2.12548,2.06962,2.23485,2.26485,2.3985,2.29504,2.51401,2.40444,2.29389,2.3292,2.2204,2.25365,2.31951,2.2495,2.34898,2.47007
632287444,2.18287,2.24864,1.9991,2.06237,2.17622,2.13767,2.21085,1.99508,2.43433,2.32152,2.24225,2.27194,2.17578,2.07076,2.20111,2.18948,2.31848,2.32954
2000157058,2.25981,2.36081,2.12865,2.13822,2.2641,2.26593,2.37629,2.26665,2.56521,2.40071,2.31368,2.29894,2.31592,2.29844,2.23115,2.15465,2.44277,2.43821
3951113322,2.26177,2.31046,2.03999,2.07812,2.1637,2.17322,2.46377,2.25543,2.37435,2.33726,2.25281,2.24935,2.29638,2.22599,2.24708,2.16391,2.33202,2.30634
2246837560,2.11008,2.16583,1.9535,2.03697,1.96029,1.97204,2.15763,2.10133,2.50027,2.22877,2.1216,2.15228,2.034,2.00035,2.08099,2.02185,2.11,2.24911
3137945521,2.19769,2.34547,2.00951,2.01289,2.2239,2.26104,2.1822,1.97329,2.55846,2.27737,2.18877,2.19126,2.1614,2.05495,2.1527,2.13733,2.29508,2.41683
2799506760,2.16771,2.32676,2.03404,2.08152,2.06121,2.13548,2.20539,2.21207,2.33845,2.31637,2.24204,2.20172,2.16377,2.1288,2.17802,2.11787,2.26985,2.33962
3637634316,2.16418,2.21952,2.01714,2.05072,2.15203,2.21433,2.33527,2.10904,2.3669,2.30598,2.23165,2.21874,2.18685,2.16168,2.26461,2.24187,2.24858,2.30972
3878796358,2.14034,2.22312,2.063,2.0486,2.21881,2.21221,2.36415,2.38759,2.39657,2.34599,2.30547,2.25384,2.33731,2.24759,2.26208,2.17219,2.43201,2.38443
3805887666,2.18427,2.16625,1.98002,1.96896,2.05497,2.09602,2.22729,2.0886,2.41019,2.23104,2.21882,2.18516,2.14713,2.08493,2.06665,2.04046,2.19913,2.29043
3474996073,2.07032,2.17197,1.95423,1.89493,2.08173,2.00635,2.22804,2.04495,2.44357,2.24428,2.12616,2.16056,2.06695,2.02589,2.08187,1.95007,2.25554,2.30458
1609983328,2.14764,2.23799,1.99762,2.01927,2.02641,2.08989,2.28444,2.28888,2.90829,2.24064,2.19536,2.18869,2.1994,2.1181,2.15531,2.04814,2.40791,2.33495
1483323044,2.16928,2.21144,2.04456,2.07201,2.05286,2.09708,2.34585,2.27173,2.39222,2.24334,2.2185,2.21754,2.22044,2.18462,2.1493,2.09291,2.34193,2.31116
3752881451,2.0567,2.20294,1.9741,1.96638,1.95018,2.06471,2.08574,1.96104,2.20302,2.2593,2.15016,2.11838,2.12514,2.07842,2.08264,2.04563,2.16584,2.28833
3706348932,2.17339,2.12966,2.01551,1.9129,2.1102,2.11359,2.20479,2.12472,2.15344,2.13165,2.13072,2.08782,2.11944,2.07926,2.09003,2.04126,2.2038,2.22197
2044629575,2.24383,2.29608,2.05915,2.0451,2.26553,2.28875,2.53964,2.35441,2.29419,2.42784,2.36123,2.33346,2.31538,2.24101,2.28201,2.32679,2.33906,2.42419
424545710,2.39337,2.54843,2.09056,2.05555,2.1004,2.1849,2.44333,2.13905,2.34932,2.3404,2.16652,2.18653,2.09656,2.00231,2.24069,2.1518,2.18198,2.29944
2805801681,2.17446,2.65936,2.01582,1.99522,2.03476,2.04895,2.2918,2.21969,2.89985,2.25921,2.22045,2.24861,2.1072,2.02213,2.15073,2.06901,2.23571,2.41285
4111749669,2.25246,2.29259,1.99025,2.05989,2.08319,2.01308,2.2861,2.15323,2.58846,2.28343,2.20848,2.23004,2.11293,2.07041,2.1676,2.17186,2.24068,2.30623
423331775,2.14888,2.26537,1.99452,1.99799,2.16059,2.0906,2.25667,2.11541,2.18488,2.2777,2.19474,2.16421,2.13225,2.10263,2.13778,2.04198,2.22077,2.27969
1015236212,2.09233,2.23442,1.99421,1.97241,1.96802,1.97196,2.31576,2.06037,2.19649,2.19491,2.14498,2.15528,2.07472,2.04106,2.03722,1.93494,2.27083,2.35061
239346697,2.12262,2.1458,1.9594,1.9415,2.0405,2.05155,2.32376,2.14763,2.19948,2.25669,2.16979,2.17759,2.1284,2.04512,2.05027,1.93119,2.23634,2.32923
97589379,2.22604,2.33552,2.07529,2.05872,2.22019,2.18068,2.28785,2.17543,2.40555,2.3171,2.239,2.22976,2.21475,2.17983,2.17622,2.17526,2.3693,2.34215
3345750533,2.05844,2.18689,1.89434,1.88563,1.9973,1.94665,2.07655,1.83516,2.15837,2.19324,2.18834,2.16076,2.09032,2.01586,2.0872,2.03867,2.27675,2.27871
3388075421,2.32451,2.45902,2.03341,1.99332,2.02923,1.99548,2.2545,2.12291,2.53089,2.22987,2.15584,2.12999,2.09238,2.01458,2.07438,1.98081,2.24771,2.28266
4053949537,2.20999,2.30923,2.06242,2.03756,2.19547,2.2066,2.27931,2.18813,2.21337,2.32425,2.24759,2.22267,2.22748,2.16474,2.25946,2.17264,2.37014,2.48511
1796783158,,,,,,,,,,,,,,,,,,
1643882229,2.11284,2.1654,1.88088,1.93896,1.95676,1.95522,2.14094,2.12611,2.53595,2.17622,2.1199,2.10992,2.02433,2.03097,2.03789,1.97891,2.15145,2.14845
1106392949,2.18403,2.25401,1.9987,2.06749,2.12886,2.15353,2.1839,2.09141,2.34599,2.36373,2.29745,2.26723,2.22362,2.15716,2.18946,2.08512,2.29662,2.30801
1358663899,2.25238,2.23789,2.06603,2.10872,2.25081,2.21,2.18089,2.25709,2.27224,2.3268,2.28455,2.23614,2.19301,2.13992,2.17214,2.19705,2.28258,2.39755
44536020,2.07926,2.18627,2.0496,2.04026,2.07671,2.13545,2.34352,2.17342,2.38289,2.2726,2.20453,2.14467,2.16534,2.07755,2.11925,2.07896,2.25552,2.37638
1366541954,2.18479,2.29872,1.97237,1.98641,2.09451,2.02409,2.17698,2.03615,2.15862,2.2426,2.20694,2.21544,2.17257,2.03921,2.18317,2.063,2.30453,2.34229
113378483,2.60958,3.11319,2.05166,2.07735,2.1231,2.09428,2.32048,2.10212,3.19418,2.41424,2.33679,2.30454,2.24326,2.16776,2.28458,2.18767,2.40544,2.54189
3958705697,2.13202,2.22845,1.96638,1.99206,2.12819,2.07912,2.12747,2.11098,2.23195,2.25053,2.20838,2.20845,2.10678,2.10563,2.13584,2.06653,2.25883,2.30894
1731224413,2.14125,2.18088,1.91749,1.92917,1.93216,1.94021,2.25728,2.0335,2.12559,2.1319,2.13215,2.11459,2.0495,1.99628,2.00306,1.94003,2.16378,2.21164
3472493685,2.15865,2.21097,2.00428,2.059,2.10273,2.14453,2.27568,2.11391,2.34513,2.21747,2.1891,2.21358,2.13916,2.12342,2.12749,2.18862,2.25549,2.26351
2771995609,2.10628,2.25346,2.01651,2.06306,2.08226,2.06957,2.17345,2.07024,2.18684,2.2143,2.1627,2.16765,2.10406,2.02214,2.17429,2.07913,2.28883,2.38228
1608467671,2.19823,2.2382,2.03763,2.06291,2.14844,2.18417,2.17416,2.10929,2.24871,2.23259,2.1767,2.15802,2.13707,2.06582,2.12789,2.05454,2.32285,2.31174
3618210193,,,,,,,,,,,,,,,,,,
650218880,2.23051,2.25811,2.04602,2.09465,2.15482,2.12034,2.28578,2.18998,2.53731,2.33487,2.23679,2.21176,2.21124,2.10943,2.15265,2.11274,2.40738,2.36014
2703295848,,,,,,,,,,,,,,,,,,
2656129907,2.17,2.32044,2.11923,2.11151,2.08005,2.12572,2.63781,2.35098,3.02775,2.2577,2.24409,2.22773,2.17842,2.16624,2.12776,2.0998,2.22757,2.27527
3697197878,2.1579,2.23036,1.99679,2.02334,2.04816,2.05392,2.32913,2.15269,2.43172,2.2154,2.16977,2.16637,2.11148,2.11244,2.12667,2.04721,2.22208,2.29205
3252606884,2.22227,2.32425,2.04294,2.09753,2.1711,2.16449,2.30928,2.1843,2.47339,2.33064,2.25139,2.25919,2.21891,2.16403,2.20363,2.12658,2.30732,2.37428
2850449885,2.14643,2.21414,1.93058,1.8799,2.14343,2.10376,2.10815,2.09506,2.12053,2.33005,2.20364,2.18278,2.13056,2.11138,2.10294,2.08407,2.1885,2.36462
802093773,2.12983,2.19546,1.94313,1.97616,2.07371,2.06654,2.26037,2.19976,2.21296,2.26229,2.17141,2.23922,2.12484,2.09557,2.08261,2.06342,2.32418,2.39419
2071869666,2.26515,2.29556,2.09964,2.04123,2.22735,2.2005,2.38632,2.43085,2.26401,2.2982,2.29785,2.31505,2.22094,2.13164,2.27311,2.19717,2.3183,2.3954
2849987231,2.07599,2.24619,1.93608,1.91256,1.9964,2.00187,2.28135,2.08734,2.31085,2.17164,2.15959,2.12839,2.15255,2.08668,2.07391,2.03306,2.36222,2.40407
2673389133,2.19744,2.26666,1.99931,2.01144,2.13085,2.11787,2.20554,1.97562,2.21772,2.32763,2.22746,2.24286,2.15362,2.0965,2.17148,2.1706,2.30319,2.41098
3254460686,2.20258,2.2598,1.96572,2.00925,2.18587,2.11001,2.33698,2.11784,2.73205,2.23958,2.25062,2.21877,2.17025,2.07039,2.15194,2.11025,2.28271,2.33324
1986525242,2.2554,2.30675,2.03735,2.00845,2.16141,2.18903,2.30642,2.20257,2.29994,2.3039,2.28273,2.2727,2.23324,2.1183,2.17092,2.1158,2.3199,2.38673
613016681,,,,,,,,,,,,,,,,,,
34624575,2.10057,2.22255,1.93618,1.99773,2.01403,2.0493,2.09681,2.02478,2.47603,2.22032,2.2143,2.23096,2.20682,2.16609,2.17111,2.02011,2.18093,2.31121
2000231899,2.36102,2.61849,2.04981,2.11997,2.25031,2.26372,2.47104,2.24861,2.58348,2.30666,2.28724,2.27883,2.21836,2.18087,2.25438,2.2402,2.42035,2.47119
2395727826,2.11272,2.23159,1.92158,2.03701,2.02194,1.98698,2.11959,1.96697,2.18198,2.2679,2.18749,2.23495,2.12821,2.10781,2.13366,1.98631,2.19524,2.24974
2766618630,2.17286,2.23575,2.07529,2.05224,2.14165,2.10809,2.22554,2.20073,2.29484,2.24825,2.19951,2.17301,2.12824,2.05928,2.17592,2.08762,2.23429,2.3725
2549411084,2.27597,2.24383,2.04928,2.05002,2.21373,2.18619,2.36865,2.27302,2.34813,2.3584,2.32109,2.24052,2.25758,2.14505,2.20538,2.15908,2.41703,2.36311
2938998106,2.19399,2.26614,2.09981,2.01227,2.18773,2.19549,2.34784,2.20064,2.44405,2.41667,2.27219,2.24809,2.19623,2.12127,2.22539,2.17688,2.31593,2.37441
1639098130,2.13837,2.22375,1.97314,2.01083,2.01106,2.05021,2.21787,2.04578,2.38225,2.24595,2.27116,2.22662,2.24612,2.15639,2.14853,2.09953,2.34796,2.37035
1944174611,2.12492,2.22535,2.03658,1.9614,2.12741,2.09219,2.28191,1.97928,2.28428,2.29693,2.20737,2.17045,2.10431,2.06456,2.21312,2.07405,2.24068,2.27239
407205930,2.15125,2.15634,2.04281,2.01612,2.02325,2.0516,2.21852,2.29547,2.30287,2.28319,2.15291,2.11352,2.146,2.00421,2.08484,2.05866,2.26365,2.30911
800944333,2.02176,2.12766,1.90338,1.93739,1.95692,1.94291,2.13955,2.00788,2.12512,2.14764,2.06967,2.0431,2.03323,1.93151,2.01469,1.93703,2.23047,2.29114
813511761,2.16103,2.25437,2.02098,2.01074,2.11809,2.12072,2.33941,2.24874,2.29953,2.33099,2.21253,2.17317,2.15681,2.04347,2.13328,2.10617,2.24607,2.29737
213348559,2.05088,2.14342,1.94689,1.98032,2.01267,2.04231,2.30106,2.16908,2.11309,2.14196,2.09641,2.06292,2.07172,2.00445,2.01551,1.94276,2.22222,2.28799
4053233289,2.05784,2.1374,1.96519,2.03657,2.03549,2.02839,2.26661,2.07415,2.27873,2.197,2.1364,2.13055,2.08078,2.00863,2.10439,2.00876,2.27808,2.35956
3232280144,2.26144,2.33304,2.08099,2.10513,2.22594,2.23209,2.33073,2.01997,2.33878,2.40747,2.29188,2.30428,2.25605,2.14253,2.26573,2.20232,2.42942,2.51599
4248289936,2.13891,2.17093,1.98659,1.96768,2.04485,2.02722,2.16172,2.0326,2.16173,2.17001,2.11928,2.11334,2.05083,1.91532,2.08248,2.0346,2.17208,2.30415
2275633589,2.1727,2.24657,1.9762,1.99494,2.14633,2.15063,2.26302,2.13829,2.4189,2.3185,2.28051,2.19237,2.12099,2.05738,2.16092,2.0211,2.33838,2.3614
864510458,2.15554,2.18271,1.99435,1.97796,2.13147,2.10621,2.21321,2.13989,2.20964,2.30399,2.22524,2.1963,2.09872,2.13832,2.16304,2.172,2.29342,2.21207
1673750475,2.07849,2.23238,1.97428,1.98962,2.00147,2.04631,2.20456,2.01621,2.57378,2.18082,2.22222,2.22194,2.14146,2.05655,2.14582,2.03993,2.25795,2.30001
3054276010,2.17002,2.30429,2.03709,2.07519,2.03932,2.07506,2.31093,2.16503,2.15759,2.23833,2.2274,2.18397,2.16613,2.11579,2.11584,2.00633,2.31211,2.31725
1547405738,2.10568,2.27201,1.96504,2.00505,2.0935,2.08911,2.21084,2.08066,2.60308,2.29434,2.24093,2.19349,2.15681,2.09071,2.12745,2.02799,2.22906,2.27686
1404868502,2.23688,2.26218,2.01728,2.05721,2.10585,2.17713,2.37379,2.2482,2.28734,2.29678,2.28676,2.24617,2.20915,2.15725,2.19007,2.10552,2.37541,2.35136
450839973,2.17444,2.25527,2.04104,2.11988,2.02643,2.10422,2.13784,2.04669,2.40247,2.14347,2.10354,2.07269,2.0791,1.95573,2.02151,1.98135,2.14669,2.16051
3821414999,2.08223,2.27622,1.89542,1.95818,1.90751,1.9576,2.20073,2.07977,2.47327,2.18334,2.15888,2.20527,2.09802,2.05288,2.03818,1.93172,2.12383,2.22343
2768884702,2.02654,2.12936,1.99068,1.99043,1.97851,2.04295,2.20736,1.9942,2.29906,2.14539,2.13287,2.19384,2.11893,2.10913,2.10622,2.00318,2.17497,2.28845
1054564921,2.07846,2.18866,2.01891,1.99072,2.03211,1.99932,2.15951,2.0835,2.49093,2.21564,2.12849,2.16159,2.07767,2.03055,2.10039,2.03431,2.23471,2.27096
3608404778,,,,,,,,,,,,,,,,,,
521758747,2.16724,2.2579,2.06369,2.03017,2.09911,2.12112,2.17268,2.21031,2.2691,2.22468,2.1898,2.1677,2.11104,2.05967,2.16079,2.09555,2.29509,2.32961
81948209,2.16874,2.30647,1.95343,1.95638,2.21832,2.16588,2.33371,2.12241,2.44102,2.34831,2.26963,2.2328,2.22567,2.11685,2.20469,2.17093,2.27749,2.38483
1514906715,2.14994,2.15526,1.91976,1.99175,2.12838,2.14189,2.24857,2.16444,2.3969,2.25361,2.17234,2.21721,2.12997,2.07511,2.08632,2.05596,2.30412,2.28611
3671086106,2.12478,2.14834,1.9302,1.97174,2.02488,2.1333,1.85394,1.8512,2.11976,2.18796,2.14412,2.15428,2.10129,1.96788,2.09444,2.0556,2.00882,2.27095
1676240622,2.21853,2.28036,1.99255,2.07767,2.22021,2.23124,2.17854,2.12562,2.28608,2.28447,2.25655,2.28598,2.14611,2.11096,2.20292,2.16782,2.3082,2.43905
4043670029,2.24164,2.32752,2.03654,2.00599,2.43639,2.50959,2.23436,2.24697,3.49218,2.32146,2.49467,2.44658,2.27229,2.19052,2.21156,2.12885,2.6189,2.5296
1034113430,2.08365,2.21745,2.02674,2.03717,2.02813,2.00667,2.53717,2.25009,2.39308,2.26513,2.19822,2.16953,2.11388,2.08657,2.24208,2.13088,2.23794,2.22379
1598696884,2.05967,2.07245,1.9033,1.91309,1.93498,1.96185,2.16,2.00364,2.20626,2.15033,2.18833,2.08363,2.08419,2.02188,2.04105,2.04017,2.28305,2.28205
2118788322,2.10924,2.17305,2.03371,2.03493,2.12391,2.06259,2.21822,2.15792,2.14256,2.27524,2.1823,2.19507,2.16452,2.11673,2.11057,2.08285,2.34768,2.37758
3673595985,2.08565,2.14968,1.95107,1.93771,1.99452,1.98792,2.20964,2.12487,2.18717,2.14938,2.13034,2.11035,2.04302,2.00055,2.05575,1.96608,2.34249,2.37703
3394772610,2.18882,2.21816,2.01743,2.00329,2.11992,2.10585,2.39762,2.25479,2.47038,2.25856,2.20399,2.18572,2.15711,2.08257,2.16283,2.09353,2.25375,2.34211
2465645984,2.14147,2.20621,1.94852,1.99123,2.04018,2.08231,2.22825,1.98488,2.19286,2.27289,2.23629,2.27707,2.11469,2.15941,2.14866,2.03548,2.30318,2.37395
3370959924,2.12172,2.37816,1.89878,1.95171,2.03739,2.06071,2.17811,2.12559,2.65789,2.1682,2.17898,2.17349,2.07969,2.0049,2.04691,2.00117,2.34051,2.35045
3192645447,2.16828,2.27286,2.03773,2.08811,2.17454,2.21746,2.45053,2.26612,2.45595,2.3155,2.22825,2.21918,2.21683,2.13552,2.18281,2.18764,2.32632,2.38432
2516317324,2.15576,2.24003,1.99506,2.02216,2.06183,2.09775,2.32182,2.12077,2.26616,2.2551,2.23379,2.19222,2.14851,2.04587,2.18317,2.04575,2.25517,2.40016
3200099746,,,,,,,,,,,,,,,,,,
4037348414,2.12075,2.17691,1.95645,1.93715,2.10237,2.09983,2.22871,2.03096,2.32629,2.20617,2.1553,2.14435,2.09147,2.05565,2.12736,2.04065,2.18817,2.33135
3685155193,2.2253,2.27361,2.02399,2.04342,2.08376,2.07433,2.12807,2.12125,2.61712,2.24527,2.2293,2.25864,2.21103,2.15599,2.11513,2.05525,2.32791,2.30058
3023208410,2.19366,2.2623,2.02628,1.98723,2.22209,2.2274,2.29209,2.11765,2.28953,2.32659,2.27816,2.28809,2.25078,2.19528,2.21685,2.16431,2.46354,2.53214
